"Product";"Type";"Division";"Group";"ShortDescription";"Description"
"MP0262301";"Tipo 2006";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262302";"Tipo 11233";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262303";"Tipo 5762";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262304";"Tipo 5762";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262305";"Tipo 5763";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262306";"Tipo 5763";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262307";"Tipo 11234";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262308";"Tipo 4300";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262309";"Tipo 4300";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026231";"Tipo 1138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262310";"Tipo 4300";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262311";"Tipo 11235";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262312";"Tipo 4301";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262313";"Tipo 4301";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262314";"Tipo 4301";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262315";"Tipo 5723";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262316";"Tipo 3138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262317";"Tipo 3138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262318";"Tipo 3138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262319";"Tipo 5724";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026232";"Tipo 1138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262320";"Tipo 3139";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262321";"Tipo 2012";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262322";"Tipo 3139";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262323";"Tipo 3139";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262324";"Tipo 3139";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262325";"Tipo 4302";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262326";"Tipo 4302";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262327";"Tipo 4302";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262328";"Tipo 5725";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262329";"Tipo 3140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026233";"Tipo 1138";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262330";"Tipo 3140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262331";"Tipo 3140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262332";"Tipo 3140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262333";"Tipo 11236";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262334";"Tipo 11237";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262335";"Tipo 11238";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262336";"Tipo 11239";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262337";"Tipo 11240";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262338";"Tipo 5764";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262339";"Tipo 5764";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026234";"Tipo 733";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262340";"Tipo 11241";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262341";"Tipo 11242";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262342";"Tipo 4303";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262343";"Tipo 4303";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262344";"Tipo 4303";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262345";"Tipo 2007";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262346";"Tipo 2007";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262347";"Tipo 2007";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262348";"Tipo 2007";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262349";"Tipo 3141";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026235";"Tipo 733";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262350";"Tipo 3141";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262351";"Tipo 3141";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262352";"Tipo 3141";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262353";"Tipo 5765";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262354";"Tipo 5766";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262355";"Tipo 5766";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262356";"Tipo 11243";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262357";"Tipo 11244";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262358";"Tipo 2012";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262359";"Tipo 2012";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026236";"Tipo 732";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262360";"Tipo 2012";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262361";"Tipo 2891";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262362";"Tipo 2891";"División 1";"Grupo 1";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262363";"Tipo 2891";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262364";"Tipo 2891";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262365";"Tipo 11245";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262366";"Tipo 5767";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262367";"Tipo 5767";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262368";"Tipo 11246";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262369";"Tipo 1155";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026237";"Tipo 732";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262370";"Tipo 1155";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262371";"Tipo 1155";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262372";"Tipo 1155";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262373";"Tipo 1155";"División 1";"Grupo 1";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262374";"Tipo 1155";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262376";"Tipo 11247";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262377";"Tipo 11248";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262378";"Tipo 11249";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262379";"Tipo 4304";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026238";"Tipo 732";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262380";"Tipo 4304";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262381";"Tipo 11250";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262382";"Tipo 11251";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262383";"Tipo 11252";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262384";"Tipo 11253";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262385";"Tipo 11254";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262386";"Tipo 3142";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262387";"Tipo 3142";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262388";"Tipo 2015";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262389";"Tipo 2015";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026239";"Tipo 43";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262390";"Tipo 2015";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262391";"Tipo 2015";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262392";"Tipo 11255";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262393";"Tipo 3132";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262394";"Tipo 3132";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262395";"Tipo 3132";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262396";"Tipo 1853";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262397";"Tipo 1853";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262398";"Tipo 1853";"División 1";"Grupo 1";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262399";"Tipo 1853";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02624";"Tipo 10366";"División 3";"Grupo 2";"Texto Search Descripción 964";"Texto Descripción 119"
"MP026240";"Tipo 43";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262400";"Tipo 11256";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262401";"Tipo 4305";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262402";"Tipo 4305";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262403";"Tipo 4305";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262404";"Tipo 4292";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262405";"Tipo 2008";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262406";"Tipo 2008";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262407";"Tipo 2008";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP0262408";"Tipo 11257";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026241";"Tipo 43";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026242";"Tipo 2867";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026243";"Tipo 1137";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026244";"Tipo 1137";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026245";"Tipo 1137";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026246";"Tipo 1139";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026247";"Tipo 1835";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026248";"Tipo 476";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026249";"Tipo 476";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02625";"Tipo 10385";"División 3";"Grupo 2";"Texto Search Descripción 2745";"Texto Descripción 366"
"MP026250";"Tipo 476";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026252";"Tipo 477";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026253";"Tipo 477";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026254";"Tipo 477";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026255";"Tipo 174";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026256";"Tipo 174";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026257";"Tipo 174";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026258";"Tipo 1836";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026259";"Tipo 1836";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02626";"Tipo 10386";"División 3";"Grupo 2";"Texto Search Descripción 2746";"Texto Descripción 367"
"MP026260";"Tipo 68";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026261";"Tipo 68";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026262";"Tipo 68";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026263";"Tipo 1140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026264";"Tipo 1140";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026265";"Tipo 1837";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026266";"Tipo 478";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026267";"Tipo 478";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026268";"Tipo 478";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026269";"Tipo 1838";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02627";"Tipo 2148";"División 3";"Grupo 2";"Texto Search Descripción 74";"Texto Descripción 65"
"MP026270";"Tipo 68";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026271";"Tipo 733";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026272";"Tipo 43";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026273";"Tipo 43";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026274";"Tipo 1833";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026275";"Tipo 1831";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026276";"Tipo 475";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026277";"Tipo 475";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026278";"Tipo 174";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026279";"Tipo 174";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026280";"Tipo 1837";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026281";"Tipo 68";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026282";"Tipo 1839";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026283";"Tipo 1839";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026284";"Tipo 735";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026285";"Tipo 734";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026286";"Tipo 734";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026287";"Tipo 1840";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026288";"Tipo 5397";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026289";"Tipo 2871";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02629";"Tipo 10299";"División 3";"Grupo 2";"Texto Search Descripción 21";"Texto Descripción 23"
"MP026290";"Tipo 2870";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026291";"Tipo 1141";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026292";"Tipo 11258";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026293";"Tipo 2873";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026294";"Tipo 1142";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026295";"Tipo 1142";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026296";"Tipo 479";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026297";"Tipo 479";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026298";"Tipo 2874";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP026299";"Tipo 3957";"División 3";"Grupo 2";"Texto Search Descripción 17";"Texto Descripción 21"
"MP02630";"Tipo 5720";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02631";"Tipo 10361";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02632";"Tipo 10362";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02633";"Tipo 10363";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02634";"Tipo 11879";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02635";"Tipo 11880";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02636";"Tipo 11881";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02637";"Tipo 11882";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02638";"Tipo 11883";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02639";"Tipo 11884";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02640";"Tipo 11885";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02641";"Tipo 11886";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02642";"Tipo 11887";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02643";"Tipo 11888";"División 3";"Grupo 2";"Texto Search Descripción 65";"Texto Descripción 66"
"MP02644";"Tipo 3145";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02645";"Tipo 3145";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02646";"Tipo 10415";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02648";"Tipo 5809";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02649";"Tipo 11679";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02650";"Tipo 11680";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02651";"Tipo 11681";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02652";"Tipo 11682";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02653";"Tipo 11683";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02654";"Tipo 2204";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02655";"Tipo 889";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02656";"Tipo 11684";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02657";"Tipo 11685";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02658";"Tipo 11686";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02659";"Tipo 11687";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02660";"Tipo 11688";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02661";"Tipo 11689";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02662";"Tipo 11690";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02663";"Tipo 11691";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02664";"Tipo 11692";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02665";"Tipo 2911";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02666";"Tipo 11693";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02667";"Tipo 5810";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02668";"Tipo 5810";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02669";"Tipo 11694";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02670";"Tipo 11695";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02671";"Tipo 11696";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02672";"Tipo 11697";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02673";"Tipo 11715";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 65"
"MP02674";"Tipo 11698";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02675";"Tipo 11699";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02676";"Tipo 11700";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02677";"Tipo 11701";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02678";"Tipo 11702";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02679";"Tipo 11703";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02680";"Tipo 11704";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02681";"Tipo 11705";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02682";"Tipo 4313";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02683";"Tipo 4313";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02684";"Tipo 4313";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02685";"Tipo 11706";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02686";"Tipo 11707";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02687";"Tipo 5811";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02688";"Tipo 5811";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02689";"Tipo 11708";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02690";"Tipo 11709";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02691";"Tipo 2840";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02692";"Tipo 2840";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02693";"Tipo 11710";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02694";"Tipo 11711";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02695";"Tipo 11712";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02696";"Tipo 495";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02697";"Tipo 495";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02698";"Tipo 11713";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02699";"Tipo 11714";"División 3";"Grupo 2";"Texto Search Descripción 36";"Texto Descripción 37"
"MP02700";"Tipo 11937";"División 3";"Grupo 2";"Texto Search Descripción 1525";"Texto Descripción 138"
"MP02701";;"División 3";"Grupo 2";"Texto Search Descripción 2747";"Texto Descripción 368"
"MP02702";"Tipo 10387";"División 3";"Grupo 2";"Texto Search Descripción 2748";"Texto Descripción 369"
"MP02703";"Tipo 10388";"División 3";"Grupo 2";"Texto Search Descripción 2749";"Texto Descripción 370"
"MP02704";"Tipo 11938";"División 3";"Grupo 2";"Texto Search Descripción 1525";"Texto Descripción 138"
"MP02800";;"División 3";"Grupo 2";"Texto Search Descripción 123";"Texto Descripción 44"
"MP02801";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02802";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02803";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02804";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02805";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02806";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02807";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
"MP02808";;"División 3";"Grupo 2";"Texto Search Descripción 38";"Texto Descripción 44"
