Invoice;InboundDate;IDSupplier;OrderDate;InvoiceDate;LeadTime;SupplierName;Country;Currency;CountryOrigen;TheoricalLeadTime;GoodLeadTime
FFCC170434;2017-02-01;PROV1485;2016-12-24;2017-02-04;39 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC170436;2017-02-01;PROV1398;2017-01-03;2017-02-04;29 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC170440;2017-02-06;PROV40002220;2016-12-26;2017-02-09;42 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC170443;2017-02-06;PROV1650;2017-01-07;2017-02-09;30 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC170444;2017-02-10;PROV40000850;2017-01-23;2017-02-13;18 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC170448;2017-02-01;PROV1398;2017-01-12;2017-02-04;20 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC170451;2017-02-10;PROV40000500;2016-12-19;2017-02-13;53 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC170466;2017-02-11;PROV40002330;2017-01-03;2017-02-14;39 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170467;2017-02-17;PROV40000520;2016-12-31;2017-02-20;48 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170476;2017-02-01;PROV1061;2016-12-23;2017-02-04;40 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC170504;2017-02-22;PROV1441;2016-12-28;2017-02-25;56 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC170505;2017-02-10;PROV40000187;2017-01-22;2017-02-13;19 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC170506;2017-02-01;PROV1936;2016-12-25;2017-02-04;38 days;Proveedor 766;CH;USD;Extracommunity;45 days;True
FFCC170509;2017-02-01;PROV1834;2017-01-15;2017-02-04;17 days;Proveedor 677;CH;USD;Extracommunity;45 days;True
FFCC170512;2017-02-20;PROV1014;2017-01-29;2017-02-23;22 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC170513;2017-02-24;PROV1649;2017-02-05;2017-02-27;19 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC170514;2017-02-10;PROV1649;2016-12-27;2017-02-13;45 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC170515;2017-02-01;PROV1585;2017-01-06;2017-02-04;26 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC170518;2017-02-18;PROV40002330;2017-01-03;2017-02-21;46 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170519;2017-02-25;PROV40002720;2017-01-09;2017-02-28;47 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC170520;2017-02-28;PROV40000882;2017-01-19;2017-03-03;40 days;Proveedor 22;ES;EUR;Spanish;10 days;False
FFCC170521;2017-02-24;PROV40000520;2016-12-29;2017-02-27;57 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170522;2017-02-21;PROV1734;2017-01-08;2017-02-24;44 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC170525;2017-02-28;PROV40002065;2017-01-17;2017-03-03;42 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC170539;2017-02-25;PROV40002330;2017-01-20;2017-02-28;36 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170540;2017-02-25;PROV1734;2017-01-16;2017-02-28;40 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC170549;2017-02-08;PROV40001825;2017-01-31;2017-02-11;8 days;Proveedor 29;ES;EUR;Spanish;10 days;True
FFCC170555;2017-02-25;PROV1465;2017-01-14;2017-02-28;42 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC170556;2017-02-28;PROV40000520;2017-01-20;2017-03-03;39 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170557;2017-02-03;PROV1027;2017-01-12;2017-02-06;22 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC170558;2017-02-22;PROV40001000;2017-01-13;2017-02-25;40 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC170559;2017-02-01;PROV41000232;2017-01-02;2017-02-04;30 days;Proveedor 61;ES;EUR;Spanish;10 days;False
FFCC170560;2017-02-22;PROV1014;2017-01-19;2017-02-25;34 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC170573;2017-02-03;PROV1756;2017-01-13;2017-02-06;21 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC170608;2017-02-03;PROV41000980;2017-01-23;2017-02-06;11 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC170654;2017-03-15;PROV40001470;2017-03-08;2017-03-18;7 days;Proveedor 26;ES;EUR;Spanish;10 days;True
FFCC170655;2017-03-01;PROV1834;2017-01-11;2017-03-04;49 days;Proveedor 677;CH;USD;Extracommunity;45 days;False
FFCC170658;2017-03-01;PROV1597;2017-02-23;2017-03-04;6 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC170661;2017-03-01;PROV1485;2017-01-14;2017-03-04;46 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC170663;2017-03-01;PROV1428;2017-01-14;2017-03-04;46 days;Proveedor 341;CH;USD;Extracommunity;45 days;False
FFCC170670;2017-03-01;PROV40002720;2017-01-26;2017-03-04;34 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC170671;2017-03-01;PROV40001825;2017-01-23;2017-03-04;37 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC170672;2017-03-07;PROV40000235;2017-02-06;2017-03-10;29 days;Proveedor 15;ES;EUR;Spanish;10 days;False
FFCC170674;2017-03-01;PROV1014;2017-02-09;2017-03-04;20 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC170675;2017-03-03;PROV40000850;2017-02-13;2017-03-06;18 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC170681;2017-03-01;PROV1756;2017-02-04;2017-03-04;25 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC170682;2017-03-01;PROV1485;2017-02-13;2017-03-04;16 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC170707;2017-03-01;PROV40000500;2017-01-25;2017-03-04;35 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC170708;2017-03-08;PROV40000500;2017-02-19;2017-03-11;17 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC170710;2017-03-01;PROV1061;2017-01-17;2017-03-04;43 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC170712;2017-03-01;PROV40000735;2017-01-16;2017-03-04;44 days;Proveedor 19;ES;EUR;Spanish;10 days;False
FFCC170713;2017-03-14;PROV1061;2017-02-18;2017-03-17;24 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC170717;2017-03-04;PROV40002330;2017-02-04;2017-03-07;28 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170718;2017-03-09;PROV1027;2017-02-25;2017-03-12;12 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC170721;2017-03-11;PROV40000850;2017-03-01;2017-03-14;10 days;Proveedor 21;ES;EUR;Spanish;10 days;True
FFCC170722;2017-03-01;PROV40001000;2017-01-30;2017-03-04;30 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC170724;2017-03-08;PROV1441;2017-02-02;2017-03-11;34 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC170725;2017-03-01;PROV1585;2017-01-16;2017-03-04;44 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC170728;2017-03-15;PROV1129;2017-02-16;2017-03-18;27 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC170729;2017-03-10;PROV40000520;2017-01-20;2017-03-13;49 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170749;2017-03-01;PROV1475;2017-01-23;2017-03-04;37 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC170758;2017-03-01;PROV40000010;2017-01-05;2017-03-04;55 days;Proveedor 12;ES;EUR;Spanish;10 days;False
FFCC170769;2017-03-20;PROV1443;2017-02-24;2017-03-23;24 days;Proveedor 351;ES;EUR;Spanish;10 days;False
FFCC170770;2017-03-18;PROV40000850;2017-02-06;2017-03-21;40 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC170778;2017-03-15;PROV1900;2017-02-15;2017-03-18;28 days;Proveedor 732;ES;EUR;Spanish;10 days;False
FFCC170779;2017-03-01;PROV1485;2017-02-20;2017-03-04;9 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC170781;2017-03-16;PROV1485;2017-02-16;2017-03-19;28 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC170782;2017-03-10;PROV1485;2017-01-14;2017-03-13;55 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC170785;2017-03-15;PROV1756;2017-01-27;2017-03-18;47 days;Proveedor 603;IN;USD;Extracommunity;45 days;False
FFCC170796;2017-03-01;PROV1134;2017-02-19;2017-03-04;10 days;Proveedor 209;ES;EUR;Spanish;10 days;True
FFCC170803;2017-03-17;PROV40000520;2017-02-25;2017-03-20;20 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170804;2017-03-17;PROV1734;2017-01-19;2017-03-20;57 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC170806;2017-03-01;PROV1551;2017-01-10;2017-03-04;50 days;Proveedor 447;CH;USD;Extracommunity;45 days;False
FFCC170809;2017-03-01;PROV1397;2017-02-18;2017-03-04;11 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC170812;2017-03-11;PROV40002330;2017-01-20;2017-03-14;50 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170813;2017-03-10;PROV1649;2017-01-24;2017-03-13;45 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC170814;2017-03-27;PROV1649;2017-03-06;2017-03-30;21 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC170815;2017-03-22;PROV1649;2017-02-10;2017-03-25;40 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC170824;2017-03-16;PROV1397;2017-03-09;2017-03-19;7 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC170826;2017-03-22;PROV1876;2017-02-22;2017-03-25;28 days;Proveedor 712;ES;EUR;Spanish;10 days;False
FFCC170827;2017-03-25;PROV40002720;2017-02-04;2017-03-28;49 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC170839;2017-03-24;PROV40000520;2017-02-14;2017-03-27;38 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170845;2017-03-01;PROV1485;2017-02-19;2017-03-04;10 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC170859;2017-03-01;PROV41001142;2017-02-14;2017-03-04;15 days;Proveedor 123;ES;EUR;Spanish;10 days;False
FFCC170860;2017-03-24;PROV40000500;2017-03-01;2017-03-27;23 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC170863;2017-03-16;PROV1473;2017-02-22;2017-03-19;22 days;Proveedor 374;ES;EUR;Spanish;10 days;False
FFCC170884;2017-03-25;PROV40000187;2017-03-05;2017-03-28;20 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC170885;2017-03-28;PROV1061;2017-02-12;2017-03-31;44 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC170886;2017-03-15;PROV40000187;2017-02-28;2017-03-18;15 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC170887;2017-03-27;PROV1558;2017-03-16;2017-03-30;11 days;Proveedor 453;ES;EUR;Spanish;10 days;False
FFCC170888;2017-03-01;PROV1398;2017-02-15;2017-03-04;14 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC170897;2017-03-25;PROV40002330;2017-03-11;2017-03-28;14 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170903;2017-03-27;PROV1757;2017-03-07;2017-03-30;20 days;Proveedor 604;ES;EUR;Spanish;10 days;False
FFCC170904;2017-03-03;PROV40002220;2017-01-31;2017-03-06;31 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC170905;2017-03-20;PROV1650;2017-02-24;2017-03-23;24 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC170908;2017-03-18;PROV40002330;2017-02-14;2017-03-21;32 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC170911;2017-03-23;PROV40001825;2017-03-01;2017-03-26;22 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC170917;2017-03-31;PROV41000980;2017-03-26;2017-04-03;5 days;Proveedor 110;ES;EUR;Spanish;10 days;True
FFCC170919;2017-03-15;PROV41001401;2017-02-13;2017-03-18;30 days;Proveedor 139;ES;EUR;Spanish;10 days;False
FFCC170924;2017-03-23;PROV41001401;2017-03-12;2017-03-26;11 days;Proveedor 139;ES;EUR;Spanish;10 days;False
FFCC170936;2017-03-28;PROV41001800;2017-03-21;2017-03-31;7 days;Proveedor 164;ES;EUR;Spanish;10 days;True
FFCC170937;2017-03-25;PROV41001800;2017-03-18;2017-03-28;7 days;Proveedor 164;ES;EUR;Spanish;10 days;True
FFCC170938;2017-03-31;PROV40000520;2017-02-15;2017-04-03;44 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC170939;2017-03-31;PROV40002065;2017-02-27;2017-04-03;32 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC170940;2017-03-22;PROV1975;2017-03-13;2017-03-25;9 days;Proveedor 803;ES;EUR;Spanish;10 days;True
FFCC170944;2017-03-01;PROV1970;2017-01-18;2017-03-04;42 days;Proveedor 798;ES;EUR;Spanish;10 days;False
FFCC170951;2017-03-31;PROV40000850;2017-02-14;2017-04-03;45 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC170957;2017-03-29;PROV1441;2017-02-17;2017-04-01;40 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC170958;2017-03-23;PROV1397;2017-02-05;2017-03-26;46 days;Proveedor 321;PE;USD;Extracommunity;45 days;False
FFCC170966;2017-03-01;PROV1875;2017-02-06;2017-03-04;23 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC170973;2017-03-31;PROV1408;2017-03-13;2017-04-03;18 days;Proveedor 332;ES;EUR;Spanish;10 days;False
FFCC170996;2017-04-05;PROV1027;2017-02-21;2017-04-08;43 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC171000;2017-04-05;PROV1734;2017-02-17;2017-04-08;47 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC171001;2017-04-03;PROV1650;2017-03-22;2017-04-06;12 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC171002;2017-04-01;PROV1428;2017-03-12;2017-04-04;20 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC171005;2017-04-01;PROV40001000;2017-03-12;2017-04-04;20 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC171006;2017-04-01;PROV40002330;2017-02-05;2017-04-04;55 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC171041;2017-04-15;PROV40000850;2017-03-09;2017-04-18;37 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC171049;2017-04-08;PROV40002330;2017-03-05;2017-04-11;34 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC171050;2017-04-06;PROV1014;2017-02-08;2017-04-09;57 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171051;2017-04-07;PROV40000520;2017-03-12;2017-04-10;26 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC171052;2017-04-07;PROV1650;2017-03-31;2017-04-10;7 days;Proveedor 539;ES;EUR;Spanish;10 days;True
FFCC171059;2017-04-07;PROV40000500;2017-03-10;2017-04-10;28 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC171064;2017-04-12;PROV40000200;2017-03-26;2017-04-15;17 days;Proveedor 14;ES;EUR;Spanish;10 days;False
FFCC171066;2017-04-15;PROV1129;2017-04-10;2017-04-18;5 days;Proveedor 207;ES;EUR;Spanish;10 days;True
FFCC171067;2017-04-15;PROV40000520;2017-02-22;2017-04-18;52 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC171068;2017-04-21;PROV40000850;2017-03-17;2017-04-24;35 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC171069;2017-04-10;PROV1014;2017-03-08;2017-04-13;33 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171070;2017-04-05;PROV1014;2017-03-02;2017-04-08;34 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171071;2017-04-07;PROV1976;2017-03-14;2017-04-10;24 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC171072;2017-04-19;PROV1003;2017-02-27;2017-04-22;51 days;Proveedor 165;CN;USD;Extracommunity;45 days;False
FFCC171073;2017-04-01;PROV1485;2017-03-03;2017-04-04;29 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC171075;2017-04-20;PROV1650;2017-03-15;2017-04-23;36 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC171076;2017-04-19;PROV1484;2017-04-01;2017-04-22;18 days;Proveedor 385;ES;EUR;Spanish;10 days;False
FFCC171092;2017-04-25;PROV40002720;2017-03-28;2017-04-28;28 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC171093;2017-04-01;PROV1733;2017-02-12;2017-04-04;48 days;Proveedor 592;CH;USD;Extracommunity;45 days;False
FFCC171096;2017-04-01;PROV1485;2017-02-20;2017-04-04;40 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC171098;2017-04-19;PROV1867;2017-03-26;2017-04-22;24 days;Proveedor 704;ES;EUR;Spanish;10 days;False
FFCC171105;2017-04-01;PROV41000895;2017-02-24;2017-04-04;36 days;Proveedor 105;ES;EUR;Spanish;10 days;False
FFCC171139;2017-04-01;PROV1485;2017-03-27;2017-04-04;5 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC171142;2017-04-05;PROV1465;2017-02-08;2017-04-08;56 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC171144;2017-04-18;PROV40001825;2017-03-10;2017-04-21;39 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC171145;2017-04-27;PROV1027;2017-04-15;2017-04-30;12 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC171150;2017-04-29;PROV40002065;2017-03-12;2017-05-02;48 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC171152;2017-04-15;PROV40000187;2017-03-11;2017-04-18;35 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC171166;2017-04-21;PROV1976;2017-03-25;2017-04-24;27 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC171167;2017-04-10;PROV1485;2017-03-23;2017-04-13;18 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC171168;2017-04-24;PROV1485;2017-04-20;2017-04-27;4 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC171169;2017-04-04;PROV1756;2017-02-25;2017-04-07;38 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC171172;2017-04-21;PROV40002330;2017-03-12;2017-04-24;40 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC171173;2017-04-28;PROV40000850;2017-03-12;2017-05-01;47 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC171174;2017-04-22;PROV1734;2017-03-23;2017-04-25;30 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC171181;2017-04-11;PROV40002220;2017-02-24;2017-04-14;46 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC171183;2017-04-21;PROV40000520;2017-03-08;2017-04-24;44 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC171187;2017-04-30;PROV40000520;2017-03-26;2017-05-03;35 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC171213;2017-04-25;PROV40000187;2017-03-17;2017-04-28;39 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC171214;2017-04-05;PROV1649;2017-03-19;2017-04-08;17 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC171215;2017-04-20;PROV1649;2017-03-04;2017-04-23;47 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC171216;2017-04-26;PROV1649;2017-04-05;2017-04-29;21 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC171217;2017-04-20;PROV1397;2017-03-17;2017-04-23;34 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC171241;2017-04-21;PROV40000500;2017-03-05;2017-04-24;47 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC171249;2017-04-11;PROV1441;2017-02-26;2017-04-14;44 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC171250;2017-04-26;PROV1441;2017-03-10;2017-04-29;47 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC171251;2017-04-01;PROV1875;2017-02-18;2017-04-04;42 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC171252;2017-04-30;PROV41000980;2017-03-15;2017-05-03;46 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC171253;2017-04-10;PROV1485;2017-03-05;2017-04-13;36 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC171274;2017-04-06;PROV41001142;2017-02-18;2017-04-09;47 days;Proveedor 123;ES;EUR;Spanish;10 days;False
FFCC171276;2017-04-01;PROV40001000;2017-03-30;2017-04-04;2 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC171277;2017-04-12;PROV41001401;2017-02-21;2017-04-15;50 days;Proveedor 139;ES;EUR;Spanish;10 days;False
FFCC171278;2017-04-30;PROV1984;2017-04-01;2017-05-03;29 days;Proveedor 811;MX;USD;Extracommunity;45 days;True
FFCC171279;2017-04-30;PROV1984;2017-04-20;2017-05-03;10 days;Proveedor 811;MX;USD;Extracommunity;45 days;True
FFCC171281;2017-04-19;PROV1867;2017-02-25;2017-04-22;53 days;Proveedor 704;ES;EUR;Spanish;10 days;False
FFCC171282;2017-04-28;PROV41001800;2017-04-02;2017-05-01;26 days;Proveedor 164;ES;EUR;Spanish;10 days;False
FFCC171283;2017-04-21;PROV41001800;2017-03-31;2017-04-24;21 days;Proveedor 164;ES;EUR;Spanish;10 days;False
FFCC171284;2017-04-20;PROV41001800;2017-03-09;2017-04-23;42 days;Proveedor 164;ES;EUR;Spanish;10 days;False
FFCC171289;2017-04-19;PROV1777;2017-04-01;2017-04-22;18 days;Proveedor 624;ES;EUR;Spanish;10 days;False
FFCC171291;2017-04-21;PROV1752;2017-03-25;2017-04-24;27 days;Proveedor 600;ES;EUR;Spanish;10 days;False
FFCC171292;2017-04-20;PROV1985;2017-03-05;2017-04-23;46 days;Proveedor 812;ES;EUR;Spanish;10 days;False
FFCC171294;2017-04-20;PROV1795;2017-04-01;2017-04-23;19 days;Proveedor 7;ES;EUR;Spanish;10 days;False
FFCC171296;2017-04-20;PROV1882;2017-03-28;2017-04-23;23 days;Proveedor 718;ES;EUR;Spanish;10 days;False
FFCC171297;2017-04-20;PROV1882;2017-03-05;2017-04-23;46 days;Proveedor 718;ES;EUR;Spanish;10 days;False
FFCC171298;2017-04-20;PROV1882;2017-03-16;2017-04-23;35 days;Proveedor 718;ES;EUR;Spanish;10 days;False
FFCC171299;2017-04-28;PROV1953;2017-03-29;2017-05-01;30 days;Proveedor 783;ES;EUR;Spanish;10 days;False
FFCC171302;2017-04-19;PROV41000895;2017-02-24;2017-04-22;54 days;Proveedor 105;ES;EUR;Spanish;10 days;False
FFCC171326;2017-05-15;PROV40002720;2017-03-31;2017-05-18;45 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC171327;2017-05-10;PROV1465;2017-04-19;2017-05-13;21 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC171328;2017-05-15;PROV40001470;2017-03-19;2017-05-18;57 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC171329;2017-05-01;PROV1014;2017-04-13;2017-05-04;18 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171334;2017-05-01;PROV1585;2017-04-22;2017-05-04;9 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC171338;2017-05-02;PROV1756;2017-04-16;2017-05-05;16 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC171341;2017-05-02;PROV40001825;2017-04-04;2017-05-05;28 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC171342;2017-05-01;PROV1875;2017-03-19;2017-05-04;43 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC171345;2017-05-01;PROV1428;2017-03-19;2017-05-04;43 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC171348;2017-05-01;PROV1398;2017-04-29;2017-05-04;2 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC171351;2017-05-01;PROV1475;2017-03-21;2017-05-04;41 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC171354;2017-05-01;PROV40002330;2017-04-09;2017-05-04;22 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC171355;2017-05-05;PROV40000520;2017-04-20;2017-05-08;15 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC171356;2017-05-13;PROV40000850;2017-04-18;2017-05-16;25 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC171359;2017-05-01;PROV1485;2017-03-20;2017-05-04;42 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC171398;2017-05-16;PROV1876;2017-03-27;2017-05-19;50 days;Proveedor 712;ES;EUR;Spanish;10 days;False
FFCC171399;2017-05-15;PROV1900;2017-04-25;2017-05-18;20 days;Proveedor 732;ES;EUR;Spanish;10 days;False
FFCC171400;2017-05-16;PROV1734;2017-03-30;2017-05-19;47 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC171401;2017-05-11;PROV1649;2017-03-25;2017-05-14;47 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC171402;2017-05-05;PROV1014;2017-04-06;2017-05-08;29 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171403;2017-05-16;PROV1509;2017-04-23;2017-05-19;23 days;Proveedor 408;CN;USD;Extracommunity;45 days;True
FFCC171404;2017-05-16;PROV1509;2017-04-19;2017-05-19;27 days;Proveedor 408;CN;USD;Extracommunity;45 days;True
FFCC171414;2017-05-01;PROV1397;2017-04-22;2017-05-04;9 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC171421;2017-05-19;PROV1976;2017-05-04;2017-05-22;15 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC171422;2017-05-16;PROV1003;2017-03-31;2017-05-19;46 days;Proveedor 165;CN;USD;Extracommunity;45 days;False
FFCC171423;2017-05-01;PROV1875;2017-04-03;2017-05-04;28 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC171434;2017-05-03;PROV1441;2017-03-30;2017-05-06;34 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC171435;2017-05-02;PROV1014;2017-03-29;2017-05-05;34 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC171436;2017-05-09;PROV1976;2017-04-06;2017-05-12;33 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC171437;2017-05-17;PROV1014;2017-04-06;2017-05-20;41 days;Proveedor 171;ES;EUR;Spanish;10 days;False
